,stance,issue
646,-0.5035665136348572,5
598,-0.49679547225434784,5
314,0.7028762606612385,0
21,0.4666362264505442,5
309,0.6745368046609111,4
610,-0.4703134747862074,3
314,0.527928379818253,3
733,-0.3342027588747073,2
389,0.5028358930150615,5
726,-0.5015564230964851,4
166,0.4893655114100552,1
562,-0.3279759650156133,3
222,0.5346074018525284,1
132,0.8052790315669385,0
13,0.6511711733943335,0
697,-0.5825698874394081,3
54,0.692300516988113,2
641,-0.1825641494687195,1
334,0.504926852661756,2
280,0.38759628992792955,4
496,-0.7114720385302129,0
47,0.4329486330916612,5
121,0.43441858777000064,5
579,-0.5287606980217316,5
144,0.5795152157360068,3
106,0.542248777636376,1
448,-0.4367464484972677,5
604,-0.45959500619993304,0
826,-0.6579134049619292,4
772,-0.7124895527806812,4
314,0.3986990711306635,2
751,-0.3324635404798534,5
726,-0.22691524196315105,2
226,0.20624385729992056,2
80,0.42724479154433076,5
156,0.32277841524167933,2
830,-0.6178885985702227,3
56,0.6531564715967001,4
108,0.45251583342037477,1
416,-0.4471208354059147,2
126,0.6820971001465158,4
460,-0.501247911146448,2
578,-0.61660891095411,2
260,0.5195375483624056,0
358,0.7406939280025285,1
571,-0.6814286054536565,3
806,-0.970417692948438,4
54,0.5592947515632325,4
828,-0.2595787102884498,2
501,-0.4707080909359531,3
370,0.599693409546453,4
71,0.1643377279965636,4
287,0.4425552156072044,4
431,-0.6495105506019109,0
477,-0.47727058250544246,0
523,-0.4128525231278455,5
272,0.6206793876649626,3
235,0.46888509352048346,5
602,-0.3972442771683268,2
427,-0.6635752695648869,4
594,-0.3554490675916471,4
537,-0.3744692122293191,2
684,-0.3518860841671587,2
377,0.3888650272799517,5
732,-0.21153794256770797,2
288,0.3110963714159261,5
697,-0.6888714266081429,4
396,0.6766835123017588,3
695,-0.2911580152428156,3
788,-0.24822790134285477,1
671,-0.4434039788872816,4
322,0.4506137367746781,2
609,-0.7839312436593735,0
96,0.7345276868634473,0
62,0.15976323308476545,5
81,0.6407591216916131,0
226,0.43592395902105263,0
162,0.4512667855280021,3
215,0.39480177133681,2
280,0.7401170514993213,3
85,0.4272958803375828,0
663,-0.5006870073590968,1
804,-0.5760801397735407,2
35,0.40279791124998554,0
484,-0.4715988028265061,5
264,0.47117353632830616,5
121,0.3744692122293191,2
408,0.4162278173581836,3
18,0.5266740779658278,4
75,0.6362339887718133,1
524,-0.6407230124949826,0
623,-0.6899586464227514,3
664,-0.4652006419514343,2
241,0.6031822084973453,3
337,0.8068636325398703,1
598,-0.3202326301587979,3
393,0.3967609052942197,1
37,0.5765789195650787,5
619,-0.5502075933773088,1
125,0.28547010545920937,1
423,-0.5743835807104405,0
264,0.6459220386881692,2
618,-0.11513556249646643,3
477,-0.4871933790387916,2
472,-0.36959127583702883,0
290,0.023910994571526033,2
44,0.4606706493362911,3
373,0.5671712812420967,1
266,0.4288895421936527,1
210,0.5683273395983037,3
679,-0.2098942213744092,2
476,-0.5529005333876906,4
378,0.3580704411661497,3
802,-0.7298348780230146,1
401,0.5820157464043614,3
333,0.4901321461805295,0
824,-0.5187961338888493,1
674,-0.32918741006917485,5
261,0.6598638424949981,4
353,0.645006972215712,4
242,0.6752895828635379,4
788,-0.412088273993248,0
677,-0.6982998246978711,1
653,-0.6008942006604192,2
737,-0.5654220836136747,2
195,0.5111573422528006,4
810,-0.34738493043325175,0
366,0.6697092813720439,0
619,-0.6695886139236306,0
330,0.441778436710569,2
396,0.3859229470095606,4
556,-0.4684038022734225,3
14,0.4134260231183817,0
42,0.577683429601243,5
56,0.22654838103477087,3
42,0.46270700451258606,2
594,-0.45604676971162944,2
277,0.5632421330652022,3
741,-0.896559851345682,4
561,-0.5734924848344388,1
194,0.4703134747862074,3
167,0.2898146579580119,5
54,0.6091344864901128,3
115,0.39661156119627156,3
514,-0.6365883174679077,2
747,-0.5239321954471868,3
655,-0.4757086547398696,5
360,0.2752858785128139,3
461,-0.43475986076960654,2
217,0.5425804279614088,0
416,-0.5396307436694378,4
573,-0.6435446578735404,1
98,0.5401598984749354,1
335,0.6211272463816369,2
746,0.0,4
214,0.29936428378332386,1
188,0.45959500619993304,0
124,0.49592623135271513,2
27,0.4395556265983912,2
781,-0.39900722993447074,1
202,0.11513556249646643,3
487,-0.17357704609253208,1
106,0.279480069297382,0
5,0.5733366303451263,1
484,-0.29025508934881333,3
244,0.3779265184846426,0
267,0.5539550804604572,1
351,0.8352907581702151,3
357,0.6252788555137322,0
430,-0.4134260231183817,0
102,0.42338060542085054,5
590,-0.685638388536234,1
433,-0.4631862423356796,2
564,-0.3124212205253178,0
623,-0.3550899408718895,2
428,-0.4777476141141282,4
614,-0.40513586697051573,3
625,-0.5032541756353196,0
103,0.5199166964122632,2
32,0.28343466132828243,2
542,-0.6820971001465158,4
367,0.4109477326759759,2
651,-0.6297089766384483,3
677,-0.6011141476305019,2
583,-0.4569647369163417,4
145,0.5734924848344388,1
803,-0.445428802821714,2
620,-0.7576856547835522,2
730,-0.7450157940369178,1
608,-0.5989814311410213,4
165,0.3682939041776473,5
649,-0.17685746706924252,2
781,-0.6170613951252405,2
786,-0.599693409546453,4
756,-0.4204412985830166,1
398,0.17016275030252848,4
814,-0.8946567397066955,1
745,-0.7043999210859698,4
86,0.5967711628510912,4
394,0.42549565320074656,1
137,0.6100021861243206,0
452,-0.29957351466014165,3
672,-0.29287235537822426,2
561,-0.2347043073106833,2
415,0.5403466828199955,3
110,0.8597290893625669,3
142,0.6249209540989801,1
201,0.3118769706354519,5
542,-0.5040332232742257,2
601,-0.9022554066726234,1
767,-0.3020174171139894,4
166,0.3063205106373712,2
265,0.452580772998532,5
243,0.5911161028870195,1
752,-0.5396707023840338,3
429,-0.369167170599675,5
650,-0.5539158428454224,0
50,0.8156518657914061,3
92,0.48355044885672005,2
800,-0.6863077358233896,0
247,0.7194267057872977,0
617,-0.41417249193422745,0
330,0.46134400831160105,3
589,-0.1813580752729609,2
338,0.5420487607745925,4
667,-0.7798418596454231,4
193,0.5600066508883292,4
317,0.3342027588747073,2
315,0.6015409710854466,2
697,-0.6149455719804438,0
695,-0.25700169285163205,2
592,-0.42367150936633685,2
681,-0.418598104809268,1
339,0.6038972269498125,3
405,0.497584976509546,4
822,-0.20183504983117112,3
117,0.22017214575838054,2
94,0.6520628735496273,0
568,-0.6213867837623472,1
268,0.642749714615962,4
320,0.31741157219580995,2
199,0.6311434187441936,4
350,0.21935300945323827,0
45,0.6449216177168174,5
475,-0.38292061839909697,5
313,0.4038115825985509,0
520,-0.6970281265215988,0
149,0.47825705530514834,3
45,0.43475986076960654,2
252,0.5260159395995397,5
421,-0.4933847421978929,2
814,-0.17016275030252848,4
209,0.44499312948736996,4
632,-0.6528409354739131,5
131,0.47604386016882877,3
307,0.4782389881453785,0
709,-0.5939874930840234,5
331,0.42330859827021744,2
424,-0.4083603223089288,2
649,-0.5207845364829299,3
742,-0.554689767809521,0
552,-0.6863643853864912,5
51,0.43000847179959206,2
40,0.6417773842947593,4
646,-0.09670671884472094,3
323,0.5670949609201942,3
785,-0.6108501978905182,0
638,-0.6167783625646571,4
600,-0.43075323915053104,1
362,0.2637702601228462,0
142,0.4982407335642952,4
109,0.2410723682693833,3
346,0.5431697747180806,5
53,0.2804206494681193,0
634,-0.5742939590005671,4
419,-0.35819571586950166,3
99,0.5536126398495625,1
827,-0.7388088744504605,4
503,-0.4182103003144103,2
304,0.31937360051855834,1
139,0.34253778757232894,1
185,0.6663369603531079,2
471,-0.43211780492546026,0
636,-0.45976645929495275,0
605,-0.49336989775301454,0
337,0.3931746924390588,4
224,0.5290493707304039,4
400,0.5506749253055709,1
779,-0.5430522392291681,4
111,0.7374070250159573,2
77,0.3927028232036753,4
423,-0.5780260350979098,2
354,0.5074338167110367,3
490,-0.24221361952237602,1
317,0.41707697936814253,0
170,0.5411690251580548,5
822,-0.493249453301164,2
201,0.41417249193422745,0
5,0.3691571166111616,3
254,0.6802776432674619,0
726,-0.5535631652459743,3
514,-0.7263864607325576,4
632,-0.6471012187923889,4
444,-0.3846945403128096,2
731,-0.6015409710854466,2
67,0.4868721089645553,4
96,0.8745008558106844,3
58,0.3543594168132784,3
801,-0.48177202698161853,0
171,0.5753793450479843,0
230,0.5035665136348572,5
257,0.6725283768020331,4
174,0.6454913277332434,2
136,0.3995695908276258,1
239,0.41218711865678553,0
186,0.7449935656995234,1
234,0.5539158428454224,0
330,0.0,4
505,-0.6895302571014892,5
425,-0.5148370212887918,4
444,-0.4806743082763691,1
437,-0.443783119575135,1
405,0.49524180751560615,1
659,-0.7331824395983721,4
16,0.6421045906218203,4
678,-0.6319850246585393,1
209,0.2772883045490342,5
576,-0.30461603223414324,3
551,-0.7299838992533928,5
36,0.29957351466014165,3
738,-0.5070879042479548,0
174,0.1808787370606524,0
635,-0.37277511944699887,5
691,-0.5606862032162061,0
536,-0.5173072223486956,0
17,0.5445318384898111,1
748,-0.5625977469194815,5
294,0.7547292763935707,4
693,-0.4940055680326145,1
538,-0.20558623193082656,3
362,0.46802430530118966,3
284,0.5612021194741551,4
71,0.17357704609253208,1
629,-0.30839495560462626,3
76,0.1783287304756437,2
759,-0.5713910103812871,0
20,0.6866517997588963,3
682,-0.6513105517591219,3
699,-0.3814553378002026,2
615,-0.49170439734904553,5
462,-0.6628996825276318,0
217,0.6117993153015677,2
776,-0.2430194425987648,5
291,0.4448799968607449,5
525,-0.7331214013124175,1
168,0.27345329929402673,4
359,0.3513478658590552,5
178,0.8326875323982174,5
664,-0.6213718635535732,4
378,0.45266397047880214,2
829,-0.7512488791342135,3
47,0.7252098153083167,4
701,-0.3559967707882621,5
716,-0.6037506692091751,3
696,-0.7401170514993213,3
441,-0.3089200244345229,2
657,-0.4123091877362162,5
268,0.3518860841671587,2
296,0.3890865260207118,3
515,-0.4459072482927262,2
448,-0.28343466132828243,2
155,0.6814286054536565,3
641,-0.5978948715339362,2
619,-0.41279739710401075,2
740,-0.4959856964804258,3
532,-0.5608291249542044,0
82,0.272472234202297,4
391,0.7584300494355598,3
130,0.6212867199506581,0
625,-0.2772883045490342,5
257,0.6366607524848692,5
720,-0.4895836358956845,4
791,-0.35044788580417907,2
200,0.3141975622929951,5
168,0.5889208246305687,0
260,0.5954870989642624,3
376,0.4775971193802491,1
524,-0.5313680808341071,2
7,0.3236364048206775,5
413,0.2963315731979472,4
203,0.41279739710401075,2
830,-0.2871578530735811,5
706,-0.5109723003039596,0
595,-0.8813178268871393,3
657,-0.29429509642004176,0
249,0.37323265265606115,5
580,-0.7642293646800838,1
261,0.3364402007392918,5
502,-0.4777786337844226,5
480,-0.48586244194787354,5
725,-0.6745368046609111,4
325,0.6623609050126742,3
412,0.5344498677845118,5
730,-0.3791495574963358,4
771,-0.33606122205416966,1
294,0.3957798570011018,5
242,0.39870751542924154,2
406,0.39262354819389406,0
682,-0.4288895421936527,1
49,0.43753461751403083,5
411,0.4221730271639374,0
710,-0.720345868428221,2
416,-0.4460839956419799,3
504,-0.7137650010522659,0
464,-0.19013632655149376,3
158,0.7530733771033842,4
382,0.18046677043483236,5
276,0.6783835083680644,0
413,0.3823280334364295,1
281,0.6149455719804438,0
242,0.8138446222588286,0
542,-0.42273134415408686,0
808,-0.4428589329122428,5
344,0.6545306926356709,1
366,0.0,5
245,0.49893524079263385,0
352,0.600735362820313,5
456,-0.3864487141052092,2
480,-0.894393245003554,0
31,0.39984815466941387,3
673,-0.43612480521466485,3
430,-0.5731410362522772,5
520,-0.19474433275125352,2
533,-0.4097306467479069,4
787,-0.5271817503982095,1
197,0.36575405360675545,2
229,0.5314758569556249,1
678,-0.29734821878939066,0
564,-0.449113814733749,4
686,-0.3146496193752546,1
791,-0.5097562278298179,3
297,0.2575948800102492,3
453,-0.5302412846791259,4
421,-0.7630794067641711,0
379,0.19278594707569713,5
432,-0.4841072978959845,5
222,0.5590276427456531,5
215,0.7519122054112296,0
653,-0.5054941180776349,4
43,0.354388725789305,1
462,-0.4469642427515469,4
570,-0.528429791303929,4
359,0.712864038081168,3
24,0.5205182399560393,3
275,0.4387111784390079,5
571,-0.4523190352143774,4
218,0.5025434170929514,2
802,-0.47815175718159375,2
658,-0.39870751542924154,2
145,0.2347043073106833,2
830,-0.23468245001650978,1
76,0.25161083065661805,3
324,0.6941318819328457,4
236,0.36928545231969456,2
443,-0.4395556265983912,2
102,0.6232446638875025,1
799,-0.42745161304989737,3
799,-0.3902904296051364,2
346,0.5603875613618764,1
626,-0.44501484803209407,0
406,0.22655492257795987,4
763,-0.7824674390678238,5
185,0.9022554066726234,1
189,0.18187649619689494,1
809,-0.3458389849428279,5
116,0.45523116241562095,4
262,0.3111794896845916,4
443,-0.06177095843198312,3
517,-0.4187831564121907,5
82,0.3921951653075587,5
363,0.8904543318838011,1
616,-0.3643353984139178,0
377,0.33730771138017746,0
326,0.3819846114583199,5
775,-0.5845593527338377,2
438,-0.5187335080964844,5
403,0.6054075943840157,0
551,-0.43955739712112807,4
500,-0.5750250801048341,3
163,0.5441219792033976,2
101,0.4187831564121907,5
399,0.28226425330866173,1
266,0.0,2
664,-0.21211708214775224,0
452,-0.8036489504107955,4
368,0.8735621266525718,3
758,-0.44934564452585335,3
228,0.6552316900857347,3
287,0.5820065918968531,2
676,-0.6673206499579206,2
807,-0.21284849055534302,1
726,-0.6829186475255408,1
531,-0.44904198212285606,0
390,0.4925771814147594,5
107,0.31664977771224073,2
45,0.3237763789170989,1
445,-0.32177425239541757,2
45,0.7895556983464699,0
466,-0.7170774416124364,0
234,0.5443912759145303,3
694,-0.4635800644858663,2
529,-0.5537026792711323,1
427,-0.18579531822080486,2
72,0.867740347338248,1
719,-0.2881870275350159,4
435,-0.5839658137440255,4
129,0.4069368741012624,5
780,-0.30576786797507344,2
668,-0.6731205441478026,4
124,0.4328006438918732,1
347,0.6332241686963601,2
95,0.5781916172885337,4
379,0.8439974700835379,4
159,0.5464790985070028,0
721,-0.41719377147256675,3
586,-0.5411690251580548,5
231,0.19667978369434125,2
620,-0.5399735165094154,3
566,-0.29620685907715927,1
327,0.6097423803391291,0
621,-0.13312343837704602,3
24,0.39173314271517173,1
35,0.10400300178057728,5
815,-0.44143854620744066,4
1,0.522724311087239,4
74,0.8031822196925991,0
286,0.3330890393928452,4
221,0.31067558628615266,1
620,-0.503963948484539,5
384,0.6863077358233896,0
662,-0.6549069285060037,3
531,-0.7952913030433653,4
371,0.231136552072967,0
322,0.5070879042479548,0
648,-0.48609285019144116,0
196,0.1819138587032596,2
452,-0.5056579044142302,5
631,-0.8087224818663569,5
42,1.0,3
403,0.3082716169755352,2
183,0.348199660657383,3
526,-0.5333613209584946,1
451,-0.10400300178057728,5
207,0.7740219397969449,4
412,0.5835192869772621,3
288,0.7393707706758194,3
101,0.52089719532346,2
443,-0.6329370404257572,4
598,-0.520181523594982,0
442,-0.46954239867939823,0
476,-0.6556861822047153,0
120,0.5577158047379637,4
769,-0.6485443717488171,0
497,-0.659832880808085,5
596,-0.534074511145095,0
742,-0.5951722696960537,1
407,0.5566854223880165,0
16,0.5969372853335224,0
826,-0.3790254073816323,2
161,0.45507859198842754,3
316,0.21153794256770797,2
293,0.5735523000900711,0
392,0.3911696068213485,2
326,0.554689767809521,0
391,0.4045808112911202,5
745,-0.5468356733735857,1
478,-0.15976323308476545,5
286,0.5839754994329319,0
622,-0.37340890208984995,3
366,0.5767827056586939,4
230,0.44306368182479294,2
282,0.4553416271622558,3
386,0.6736883876981152,5
705,-0.32515404632345446,2
757,-0.5462490733513872,3
11,0.6635752695648869,4
498,-0.6061496133083524,0
736,-0.4581411519943154,3
820,-0.6774656093410364,2
144,0.7220677713821314,4
523,-0.43182643098689305,3
713,-0.23084177237275816,1
419,-0.4220942756907163,5
690,-0.5989060379530592,2
101,0.6546600008676113,1
302,0.3771964967737869,4
113,0.8305157592306053,0
456,-0.6417773842947593,4
324,0.5195307759492274,0
147,0.5604233928397453,2
221,0.5295509100263154,3
653,-0.16548007498823689,3
21,0.587029603310033,3
457,-0.47291783113891,0
283,0.6134007877500381,1
592,-0.6146967936067924,0
617,-0.3118769706354519,5
134,0.3721630572839202,5
19,0.372438007297935,3
448,-0.6443728617543356,1
240,0.29890724339537766,3
754,-0.5420487607745925,4
599,-0.32104503653745614,4
314,0.3791495574963358,4
48,0.42690284809865753,5
537,-0.9212007720585395,4
798,-0.18046677043483236,5
632,-0.22910167285953079,0
613,-0.6040859578833224,1
583,-0.3579043914707769,2
176,0.6146967936067924,0
729,-0.6349846182712208,1
80,0.6832497815438593,2
773,-1.0,4
390,0.970417692948438,4
281,0.6888714266081429,4
356,0.6484745777791692,1
421,-0.3691571166111616,3
409,0.26926441380418237,3
290,0.5109723003039596,0
654,-0.44834242183745043,2
73,0.3419862459473297,3
591,-0.3479284199335968,5
310,0.5535631652459743,3
710,-0.3957798570011018,5
177,0.4801449835326873,1
812,-0.6766835123017588,3
347,0.35049930314434363,3
409,0.5469043112472978,0
212,0.32056445817460505,1
166,0.6674235979326566,3
731,-0.689685546674381,0
317,0.027411713517228282,5
25,0.38267228119677643,4
428,-0.5943137836140173,1
22,0.281017223661241,2
804,-0.575473703940964,0
97,0.771158954556559,1
275,0.6820137403769874,4
685,-0.6659268600294633,0
580,-0.603478946027511,3
662,-0.39179166512645697,2
413,0.7821621751725275,0
507,-0.3971320085823138,5
108,0.5313680808341071,2
553,-0.6020288188356785,1
450,-0.6410790335528908,4
500,-0.2529694452609619,1
822,-0.22655492257795987,4
188,0.4479721549936006,3
735,-0.6638336173477587,1
797,-0.6443000447292683,4
768,-0.1485087002428677,3
329,0.22061390049345878,2
47,0.6027818033154846,3
608,-0.469772581536594,1
171,0.8727137377542001,3
46,0.48862870180822554,3
758,-0.607973015792564,0
668,-0.6172631470185982,3
773,-0.26604771918360676,1
65,0.2654515803404121,5
390,0.468517257031282,0
699,-0.6439013999328409,4
391,0.21284849055534302,1
749,-0.027801620715108062,2
650,-0.42386104713522493,2
103,0.6164389109011252,5
605,-0.18153617862747998,5
575,-0.3235996881887237,3
44,0.501247911146448,2
304,0.6117856160769802,3
304,0.7448663875693718,0
746,-0.21566201534187301,0
39,0.2148847982178805,0
499,-0.5848704006881497,2
609,-0.22823875318758344,5
581,-0.5404145188698506,0
755,-0.6038972269498125,3
552,-0.5089529090973007,0
14,0.7491295388225968,4
190,0.23951516566918535,5
558,-0.4655082040956894,2
677,-0.3364402007392918,5
155,0.5617024165282682,2
98,0.2550433579245256,5
611,-0.3608366617937783,2
96,0.4209234319753925,4
722,-0.5775426511043156,1
367,0.3440535745783776,1
302,0.6185148044238531,2
452,-0.5823182393248003,1
301,0.5798349617231127,3
716,-0.40036505533886646,4
817,-0.5879324695134667,4
659,-0.6505626453535179,3
182,0.7142727407790024,2
526,-0.4241077924825511,5
376,0.6694246565241523,5
752,-0.5129935616944502,1
437,-0.587029603310033,3
340,0.4573052799497181,0
628,-0.32056445817460505,1
195,0.34191016357398896,5
13,0.791649950426548,3
90,0.2689099020250307,4
649,-0.7214070140834616,5
223,0.4400491333138095,5
89,0.6895302571014892,5
87,0.5032208097634687,5
577,-0.42654095716171403,5
635,-0.672860463767079,2
206,0.7258901614403539,1
325,0.6761024899353348,1
149,0.6905412025088624,0
676,-0.6499815219556346,5
665,-0.662972573807955,2
809,-0.690380098999818,3
520,-0.41521011683600717,5
334,0.20687888112502134,5
202,0.5492647239539945,1
169,0.5214537230820748,5
329,0.5468356733735857,1
311,0.578222156070567,2
540,-0.4703795752133893,0
734,-0.69505629646165,3
664,-0.6596226115131716,1
823,-0.5566854223880165,0
825,-0.643015730909409,5
387,0.37589361211674094,3
611,-0.5747277458360431,1
321,0.5654220836136747,2
75,0.4971889484944577,2
197,0.44601414030602515,3
725,-0.3210327793666423,0
468,-0.5993907810448764,3
387,0.5044511959613812,5
92,0.1829926989849719,4
9,1.0,2
167,0.5061551949803892,1
11,0.18579531822080486,2
20,0.5364114960136145,1
331,0.016689037170206436,0
559,-0.7427250734920036,2
261,0.7015288569521057,3
267,0.214342477101696,0
215,0.5133417276467025,4
759,-0.5702226576821503,1
766,-0.469591774681445,5
654,-0.6270486538260438,5
249,0.662972573807955,2
659,-0.5850945418412635,5
260,0.7404058225879696,1
406,0.493249453301164,2
694,-0.505102040280479,4
631,-0.39480177133681,2
548,-0.326092826687389,5
644,-0.7574922961954116,4
273,0.5893776591469967,4
683,-0.3771972095552838,2
623,-0.7740219397969449,4
735,-0.69932145168595,5
199,0.26943096151997353,2
762,-0.4832699657127029,4
799,-0.7315560469132296,4
239,0.5827207991621672,1
643,-0.5316084366059157,2
540,-0.8538461870327957,3
326,0.3345661690981648,4
51,0.562145247776981,0
490,-0.5291197197983798,2
621,-0.8240874380163209,1
69,0.672123194635411,5
132,0.25414559359973593,2
253,0.6393633273628676,0
508,-0.1445884731878937,3
358,0.43428117745986317,5
368,0.3879698731068628,1
198,0.6613974070830222,0
569,-0.7224752406687482,3
307,0.8657304597971311,4
699,-0.32726330371136053,3
61,0.47727058250544246,0
806,-0.5917807185561945,3
190,0.5621317365123424,4
173,0.47921333616568795,5
200,0.6089192798828597,3
356,0.7124895527806812,4
224,0.6757365930976361,5
654,-0.8830929968277066,0
79,0.48434552439468675,2
182,0.520181523594982,0
365,0.3996107703258197,3
613,-0.7202774034242757,0
79,0.6318030007056432,4
485,-0.4420436252658498,2
414,0.592924460076717,4
490,-0.5660639143451276,3
608,-0.34807697589486813,3
531,-0.23697934878919566,5
161,0.5735291631963791,0
464,-0.1801797475785235,4
817,-0.29545415042055373,5
143,0.7427250734920036,2
634,-0.506422223534669,0
446,-0.6534230430551037,3
534,-0.5243315561233755,2
80,0.7114720385302129,0
131,0.5420949285295525,1
581,-0.3197151238021367,1
579,-0.42053227361212275,3
695,-0.11343477721509285,0
643,-0.8350544970522203,3
526,-0.5805564008800449,4
503,-0.5068236954637602,0
20,0.29963941508181385,2
191,0.6741612933877343,1
696,-0.4772954421392969,0
773,-0.4753511361369017,2
618,-0.5492647239539945,1
227,0.8350544970522203,3
416,-0.37702879116010773,5
364,0.7763167545126467,4
714,-0.46263960647049207,2
220,0.2724784997256292,5
775,-0.7035991529822762,0
705,-0.5062178177951604,0
352,0.5129662142344636,1
286,0.2017100368641133,3
729,-0.4038115825985509,0
558,-0.5121123878070039,0
478,-0.2871696881024808,2
579,-0.5956184587770672,1
590,-0.3656065081463301,5
19,0.2632416255812029,1
463,-0.3700734860388395,2
111,0.773649623041982,0
385,0.48177202698161853,0
481,-0.7303643209578781,0
762,-0.5603875613618764,1
547,-0.5555079395778689,4
489,-0.5953762843863145,5
434,-0.07869278171009764,5
398,0.8946567397066955,1
30,0.43729832969528565,2
712,-0.7018684099848427,4
43,0.6904154199288088,3
153,0.38500751566407354,4
651,-0.4042432722328466,1
172,0.28794496020180976,4
511,-0.5781916172885337,4
36,0.5823182393248003,1
199,0.4051260553575945,0
527,-0.2838247718907924,3
755,-0.4938698390953847,2
102,0.20309482364611323,3
563,-0.5604233928397453,2
246,0.6549069285060037,3
46,0.63201673429645,5
395,0.5986204349624528,4
93,0.5680519491412549,1
383,0.3902904296051364,2
678,-0.4625305542878749,5
663,-0.7194267057872977,0
306,0.5995836860244359,0
483,-0.26783103010403875,2
547,-0.5420949285295525,1
489,-0.3419862459473297,3
437,-0.4666362264505442,5
529,-0.36067451479507234,2
780,-0.5194685672971165,5
797,-0.415129925829284,5
361,0.5157400468106225,5
191,0.5061440873703277,3
636,-0.7430061207419791,3
57,0.413647374538135,5
472,-0.6531564715967001,4
590,-0.8011872808752901,4
453,-0.47194864354249016,3
269,0.20285139718113135,4
366,0.8475030561243635,1
494,-0.5770051154352629,1
284,0.4543867099156827,0
304,0.4895836358956845,4
323,0.6403446174270925,1
715,-0.27324828536997303,3
744,-0.5103530392956804,2
689,-0.2488531919224534,3
525,-0.440726999526585,5
107,0.5320680747860786,4
219,0.47858914944115677,0
223,0.5179134812697371,3
515,-0.38306971439245996,3
434,-0.44698354981946953,3
551,-0.5317197625330303,3
510,-0.6022281282323305,5
257,0.4402069523929653,0
676,-0.3580758545987578,4
631,-0.33328135748733834,1
416,-0.16850099507187757,1
588,-0.8448520016153758,3
571,-0.28798145099829175,1
712,-0.3890865260207118,3
150,0.2462755505676231,5
388,0.46730479271739866,4
580,-0.0027199150600636574,0
196,0.3844109175444367,3
466,-0.8156518657914061,3
805,-0.5780059736472016,3
593,-0.4801449835326873,1
378,0.6797404416226782,5
436,-0.4549126657999867,5
750,-0.504926852661756,2
91,0.43153590072810094,3
435,-0.372438007297935,3
782,-0.3690463055533603,3
518,-0.6232446638875025,1
127,0.7056970975793484,5
506,-0.6151673943020842,2
312,0.409250242840587,2
37,0.5725147359731857,0
199,0.2554721850607955,3
587,-0.429256141480621,1
410,0.425843986359545,3
788,-0.5479846820982203,3
448,-0.40066145871345366,0
631,-0.7519122054112296,0
55,0.47638501311312575,5
214,0.37765701736989904,2
683,-0.214342477101696,0
481,-0.7128437154864595,4
291,0.4945781343681115,1
465,-0.18417103816803476,3
572,-0.42867220136072615,0
193,0.3702221018819687,3
349,0.3139984327854904,2
404,0.5069189580583546,5
432,-0.5969372853335224,0
802,-0.6736883876981152,5
380,0.5056857634558553,5
768,-0.5244564846425956,0
794,-0.6194656893214896,0
222,0.40837084239674715,0
292,0.6356919946191385,2
350,0.21507065969327205,4
599,-0.6867759327505335,1
220,0.6735081711855369,4
206,0.4749728657276371,2
166,0.2714905299346096,5
744,-0.46134565150035883,0
27,0.22783946272940797,0
719,-0.8252331059826931,3
392,0.5260764159325393,3
360,0.42188756520821813,2
103,0.5230073161022267,4
344,0.20058813327187244,5
422,-0.5761547525284397,1
702,-0.3983426552603637,5
743,-0.4221053970580009,5
679,-0.5396251373744194,0
210,0.345064788758758,5
687,-0.3856443003593267,3
131,0.5555079395778689,4
512,-0.7345276868634473,0
84,0.4578284049300635,4
812,-0.4524248131082324,2
76,0.5390584309150049,4
537,-0.4918437483007499,1
807,-0.44879959074909087,2
718,-0.5393248492544854,5
511,-0.4180192201400438,0
602,-0.31924799281349825,3
61,0.4548714422586709,5
386,0.7298348780230146,1
117,0.2628748776700792,0
161,0.5375751549604283,2
296,0.33720430784943356,2
294,0.7363582317132206,3
53,0.4027343740023633,1
8,0.5631709692256861,3
297,0.5215604627000253,2
809,-0.5991771808450244,0
585,-0.6775383360043761,4
499,-0.5598142203591956,4
461,-0.5755691709173737,3
284,0.3129838373279316,2
753,-0.6675194276586307,0
550,-0.3721630572839202,5
494,-0.4021840242622987,3
427,-0.44094471680734015,3
159,0.37033488039264206,1
158,0.7170833801966153,1
483,-0.4868721089645553,4
734,-0.6460201611033316,5
186,0.40158581140205585,0
208,0.7039192151174561,4
722,-0.6000667138752511,3
393,0.690380098999818,3
580,-0.37616163702600713,5
7,0.335133799418769,3
524,-0.44072230331320983,4
744,-0.6245613187899374,5
684,-0.4358017120357323,1
594,-0.7437735104170112,0
370,0.2975367031581032,5
272,0.0672135925419027,1
289,0.32515404632345446,2
505,-0.5192469426577538,0
544,-0.4102014878855275,3
422,-0.4934995359322194,0
411,0.7388088744504605,4
658,-0.8138446222588286,0
736,-0.36793286755541044,5
511,-0.3983035394655655,3
630,-0.7346140737025365,4
707,-0.4448799968607449,5
302,0.4132407114739269,0
256,0.29287235537822426,2
433,-0.5445318384898111,1
232,0.48331112472906823,4
436,-0.6866517997588963,3
29,0.779340940117453,3
411,0.5496758367062479,3
554,-0.2791878601722497,5
616,-0.39772543561000673,1
194,0.45380067162204485,2
246,0.5059426342706468,0
296,0.5406892858197302,5
75,0.4622902879310343,0
498,-0.4925425001428042,3
603,-0.502465612293207,4
456,-0.6367080591118833,0
682,-0.7497191416186759,4
575,-0.16346200080072673,4
111,0.5168609088150233,5
